user_id,content_id,revenue_amount,revenue_type,transaction_date
79615,863,20.17,Subscription,2023-03-31
88832,1256,13.73,Subscription,2021-10-10
70330,613,5.42,Subscription,2022-10-13
29964,2068,11.34,Subscription,2020-08-17
50078,3183,2.64,Subscription,2023-02-15
87974,286,5.62,Advertisement,2022-04-28
76557,2669,6.23,In-app Purchase,2020-09-29
61157,4864,15.37,Subscription,2022-09-18
31359,1919,7.71,Advertisement,2021-06-24
44659,2302,10.45,Advertisement,2022-06-16
12155,3313,21.48,Advertisement,2022-07-05
15559,577,7.94,Advertisement,2021-12-23
33497,3794,5.41,Subscription,2022-10-05
71493,1361,6.64,Advertisement,2022-12-06
37858,3285,1.21,Advertisement,2022-12-07
33127,788,8.06,Advertisement,2021-04-01
33883,257,6.97,Advertisement,2021-04-13
32556,2014,5.2,Advertisement,2023-03-11
46704,4719,13.47,Subscription,2021-10-25
60122,1107,3.93,In-app Purchase,2021-05-31
48290,279,9.8,Advertisement,2022-06-14
45869,3013,20.03,Advertisement,2022-09-25
9422,4368,6.18,Advertisement,2022-04-16
8236,2863,45.35,Advertisement,2022-12-16
41256,3261,12.84,Subscription,2022-10-12
35881,774,1.26,Advertisement,2023-03-07
49149,3712,19.89,Advertisement,2022-08-29
58051,3102,1.33,Advertisement,2022-10-25
15552,1624,29.79,Advertisement,2022-11-15
84982,444,21.57,Advertisement,2022-12-20
93553,4729,3.36,Advertisement,2022-09-23
19711,1690,78.94,In-app Purchase,2023-03-09
64777,3442,5.15,Advertisement,2023-03-07
18965,3040,6.21,Advertisement,2023-04-05
40025,3416,1.85,Subscription,2021-08-09
93513,2169,9.08,Subscription,2023-03-11
60067,2591,6.59,Subscription,2022-01-20
80035,193,12.24,Advertisement,2022-03-15
30995,1616,6.85,Advertisement,2022-09-04
41754,2894,4.31,Advertisement,2021-11-19
52911,862,12.45,Advertisement,2023-01-12
85737,2036,18.94,Advertisement,2022-09-18
86789,1424,11.72,Advertisement,2021-10-29
69268,4884,7.79,Advertisement,2022-12-24
93794,595,8.42,Subscription,2021-02-17
73440,4326,10.26,Subscription,2023-02-07
53684,2784,16.46,In-app Purchase,2022-02-22
36456,1606,11.91,Advertisement,2022-12-18
60554,4761,20.19,Advertisement,2023-01-14
56636,1827,4.12,Subscription,2023-04-16
82898,3264,13.35,Advertisement,2023-04-15
68736,2266,10.17,Advertisement,2022-05-01
92051,2514,26.37,In-app Purchase,2023-01-26
5987,2942,13.81,Subscription,2022-08-01
74064,4514,66.61,Subscription,2021-03-30
88699,413,2.79,Advertisement,2022-07-14
65592,3984,35.33,Subscription,2022-01-29
70253,2349,56.04,Subscription,2022-04-26
91283,1814,2.82,Advertisement,2022-10-30
92161,1542,19.97,Subscription,2023-03-26
76913,2511,7.21,Advertisement,2023-01-22
70046,4560,5.96,Advertisement,2023-01-16
41718,1565,14.2,Advertisement,2023-03-16
77328,770,27.35,Advertisement,2022-05-04
33634,2512,72.98,Advertisement,2023-04-01
65493,2709,16.43,Advertisement,2022-09-13
60569,583,36.65,Advertisement,2021-10-11
70797,2633,8.7,Subscription,2022-11-09
78332,3117,1.75,Advertisement,2023-03-21
90623,1940,20.63,Advertisement,2022-10-02
23569,1230,3.97,Subscription,2021-11-25
10952,945,3.66,Advertisement,2022-11-03
24357,3064,15.51,Advertisement,2023-03-06
58483,461,5.62,Advertisement,2021-08-18
45189,1651,5.66,Subscription,2021-06-25
14912,4185,6.15,In-app Purchase,2022-03-09
16618,1025,11.04,Advertisement,2022-10-10
77295,1032,3.3,Subscription,2021-06-01
28455,120,3.51,Subscription,2021-01-01
37943,2971,25.84,In-app Purchase,2023-02-28
15370,80,23.98,Advertisement,2022-09-05
6828,1636,8.5,Subscription,2022-03-15
28991,527,1.0,In-app Purchase,2022-04-04
72839,4824,21.49,Subscription,2022-11-19
72899,580,7.67,Advertisement,2023-03-24
29117,4011,8.45,Advertisement,2023-01-28
52935,4716,7.26,In-app Purchase,2021-10-26
43409,9,13.85,Subscription,2022-11-12
47840,4550,13.44,Subscription,2023-02-12
994,3314,1.82,Subscription,2022-11-27
58328,2931,4.32,Subscription,2022-06-13
65086,2278,20.31,Advertisement,2022-08-17
98910,1443,44.86,Subscription,2022-03-25
71013,1287,11.39,Subscription,2023-03-30
60071,4241,14.68,Subscription,2023-03-01
2204,506,2.07,Advertisement,2023-02-08
75357,3506,6.22,Advertisement,2023-04-06
38249,1855,7.95,In-app Purchase,2021-01-14
87495,1556,22.87,Advertisement,2022-09-17
7495,3565,10.59,Subscription,2023-01-14
70471,999,31.69,Subscription,2022-12-20
62153,3065,10.99,Subscription,2022-09-14
70955,1377,4.58,Advertisement,2022-09-26
74353,3015,36.69,Advertisement,2022-09-16
85062,4239,6.68,Advertisement,2022-07-21
68840,1438,16.54,Advertisement,2022-05-13
43259,351,19.54,Advertisement,2021-01-11
27065,2550,6.72,Subscription,2022-06-13
91066,2985,61.57,Advertisement,2023-02-22
39432,1175,15.2,In-app Purchase,2023-01-20
56448,3810,14.61,Subscription,2022-06-14
83111,3295,1.85,Advertisement,2021-10-27
18276,1027,9.89,Advertisement,2021-10-04
32849,2429,12.87,In-app Purchase,2022-05-26
83702,4911,19.11,In-app Purchase,2023-03-29
17686,4607,7.19,Advertisement,2023-04-05
42245,2365,7.09,In-app Purchase,2023-01-25
93565,567,1.44,Subscription,2023-04-02
76694,1215,14.86,Advertisement,2022-07-01
27945,1003,172.25,Subscription,2022-08-23
49324,434,11.19,Advertisement,2022-06-11
89940,3739,10.98,Advertisement,2023-04-17
71657,4114,12.17,Advertisement,2022-03-20
64955,1183,28.76,Advertisement,2023-02-11
92923,201,3.62,Advertisement,2023-04-17
63092,4521,41.59,Advertisement,2023-03-23
40648,2726,15.13,Subscription,2022-11-13
98000,3298,78.08,Advertisement,2023-04-17
18049,580,2.3,Subscription,2023-03-19
16087,1065,1.73,Advertisement,2021-10-04
67485,303,4.57,Subscription,2021-05-11
13854,1821,5.15,Advertisement,2022-07-04
96789,882,23.99,Advertisement,2022-05-27
1891,893,36.29,Advertisement,2022-01-29
85323,2561,14.41,Advertisement,2022-05-03
16153,684,2.99,Advertisement,2023-01-20
48858,4099,31.95,Subscription,2023-04-17
63164,2888,8.79,Subscription,2021-09-02
35551,2749,10.31,Subscription,2021-08-04
44410,3486,9.06,Advertisement,2023-04-11
90252,3072,6.35,Advertisement,2023-04-11
66248,3721,11.33,Advertisement,2022-04-06
31011,4829,0.92,Advertisement,2023-02-04
75922,3836,26.22,Advertisement,2022-08-24
20149,1002,7.72,In-app Purchase,2022-03-27
24738,4985,59.01,Advertisement,2022-04-25
96958,1175,10.66,Advertisement,2022-11-20
25467,216,31.46,Advertisement,2022-12-06
11138,2735,4.9,Advertisement,2023-04-18
11596,806,4.2,Advertisement,2023-02-14
52495,1633,3.92,Subscription,2022-12-11
9922,1016,10.73,Advertisement,2023-01-01
51303,2242,9.18,Subscription,2022-04-12
72305,2777,14.38,Advertisement,2023-03-29
46389,1217,8.73,Subscription,2023-03-29
39475,4663,10.96,Advertisement,2023-03-23
77094,3604,8.07,Advertisement,2023-04-09
78994,2663,13.24,Subscription,2023-03-15
5415,894,6.45,Advertisement,2023-03-30
46615,1669,24.8,Advertisement,2022-10-19
18804,150,9.22,Advertisement,2022-10-19
49597,1972,2.22,In-app Purchase,2022-07-03
93584,1407,8.6,Advertisement,2021-06-12
25606,4303,21.91,Advertisement,2023-04-06
54600,3659,7.85,Advertisement,2022-03-13
12520,4956,63.08,Advertisement,2022-06-09
57686,149,7.37,Subscription,2022-03-29
22751,3075,65.42,Advertisement,2022-12-12
50243,1636,8.68,Advertisement,2022-07-08
74330,1401,15.81,Subscription,2022-01-10
52308,2491,9.49,Advertisement,2021-06-18
26933,3747,19.78,Subscription,2023-01-29
36184,1258,9.49,Advertisement,2022-04-05
86713,3465,16.41,Advertisement,2022-07-24
44443,1833,7.44,Subscription,2023-01-23
17046,4373,11.11,Subscription,2022-07-31
363,4029,6.83,In-app Purchase,2023-03-08
27255,3847,35.79,Advertisement,2022-06-20
78606,944,17.86,In-app Purchase,2023-02-16
46645,4294,17.44,Advertisement,2021-04-29
8316,234,9.58,Subscription,2022-01-29
66302,3125,12.94,In-app Purchase,2022-07-29
53762,4328,10.69,Advertisement,2022-05-17
48610,2859,9.35,Advertisement,2022-11-16
74571,3140,8.68,Advertisement,2020-12-01
93438,1024,14.78,In-app Purchase,2023-03-20
65287,43,4.02,Advertisement,2022-10-23
27039,638,1.93,Subscription,2022-09-18
42159,1731,1.7,Advertisement,2022-01-04
45268,4510,4.31,Advertisement,2022-03-27
76850,4073,15.09,In-app Purchase,2022-12-21
89,936,2.57,Subscription,2023-02-15
29680,295,19.61,Advertisement,2022-09-05
73901,1407,7.95,Advertisement,2022-06-12
73669,4948,11.14,Advertisement,2022-11-10
86088,1785,3.9,Advertisement,2023-01-12
73565,2939,14.18,Advertisement,2022-11-11
57968,2728,14.17,In-app Purchase,2022-10-15
73840,3570,4.54,Subscription,2022-12-30
51649,615,8.34,In-app Purchase,2023-03-31
40077,2963,6.81,Advertisement,2021-09-23
71049,2927,23.07,Subscription,2022-09-07
44692,1920,7.66,Subscription,2023-03-24
9165,1588,23.62,Advertisement,2021-05-05
66357,3311,15.6,Advertisement,2023-02-14
27746,4880,2.73,Advertisement,2023-03-22
86611,4383,17.01,Subscription,2022-10-15
32777,3461,3.24,Advertisement,2022-05-13
16352,498,12.55,Subscription,2023-03-14
103,784,7.89,Advertisement,2020-11-19
94268,4866,5.67,Subscription,2022-01-28
49135,100,6.08,Subscription,2022-03-29
3006,1239,3.25,Advertisement,2022-02-21
92589,1982,10.55,Subscription,2022-04-08
49130,1697,5.99,Subscription,2022-06-16
51726,2908,20.38,Subscription,2022-04-02
17130,4052,14.87,Subscription,2022-03-19
3853,822,49.75,Advertisement,2022-01-23
56848,3162,26.42,Advertisement,2023-03-24
35271,1018,4.79,Advertisement,2022-12-27
12228,354,17.91,Advertisement,2023-04-01
1778,970,6.79,Advertisement,2023-03-11
25286,3416,30.51,Subscription,2021-07-12
83897,159,30.41,Advertisement,2022-02-12
39577,4774,20.95,Subscription,2020-10-03
51701,966,3.28,Advertisement,2022-10-12
28171,2857,25.7,Advertisement,2022-10-07
10471,823,31.49,Subscription,2022-06-22
84237,3560,8.1,Advertisement,2022-07-04
63544,1718,74.71,Advertisement,2023-03-24
45290,2956,133.45,Advertisement,2021-09-11
13910,2506,21.82,Subscription,2022-06-07
72079,1248,12.54,Advertisement,2022-02-18
77859,2626,7.26,Subscription,2022-07-29
55738,1692,8.56,Subscription,2023-01-31
19204,2558,15.27,In-app Purchase,2021-05-27
61647,1856,4.69,Advertisement,2022-12-13
60600,4875,10.58,Subscription,2023-01-02
19169,4482,11.8,In-app Purchase,2023-02-16
5616,680,1.94,Subscription,2022-11-01
9904,2905,7.1,In-app Purchase,2022-10-05
28266,492,7.53,Subscription,2023-01-12
9615,1120,19.68,Advertisement,2022-09-20
49662,3702,8.41,Subscription,2022-06-06
4991,4043,41.17,Subscription,2023-01-12
63314,3677,30.18,Subscription,2023-02-10
62990,1032,5.48,Advertisement,2022-10-01
3106,4025,15.06,In-app Purchase,2022-04-29
50341,3218,4.53,Subscription,2023-03-02
4059,4295,24.24,Subscription,2022-04-02
21713,4535,5.03,Advertisement,2022-10-23
99803,3715,8.41,Advertisement,2020-11-14
69820,3204,3.76,Subscription,2021-11-18
47927,3812,11.98,Advertisement,2022-10-18
32934,13,23.5,Subscription,2022-07-05
77632,2510,62.28,Advertisement,2021-09-14
16639,879,11.9,Advertisement,2022-11-10
7192,537,9.46,Subscription,2023-02-21
57720,3806,1.74,Advertisement,2023-03-18
16223,1,64.15,Advertisement,2023-01-24
5445,4479,6.89,Advertisement,2023-03-13
68728,2066,3.75,Advertisement,2021-02-15
14570,4545,5.24,Advertisement,2023-01-10
57381,2286,5.39,In-app Purchase,2022-12-13
55279,597,3.2,In-app Purchase,2021-08-12
66331,3982,4.0,Subscription,2021-08-30
10852,3626,22.32,Advertisement,2022-07-10
55976,3860,8.31,Subscription,2022-10-09
18188,4661,6.59,Advertisement,2023-04-02
28070,1944,41.64,Advertisement,2023-02-02
42490,2380,26.34,Subscription,2022-01-09
86109,4351,29.31,Subscription,2021-11-22
33315,1822,6.9,Subscription,2023-04-02
14614,2827,4.08,Advertisement,2023-04-08
68295,1989,12.58,Advertisement,2023-01-16
42979,2358,11.85,Advertisement,2023-04-18
97787,1733,4.93,Advertisement,2023-01-16
86326,3041,6.28,Advertisement,2022-07-25
2615,631,6.21,Subscription,2022-10-24
29480,2818,11.42,Advertisement,2022-01-19
50298,2896,6.17,Advertisement,2023-03-21
91601,3410,7.14,Advertisement,2022-12-13
50917,2098,2.08,Advertisement,2022-09-07
51790,3522,6.0,Advertisement,2023-02-21
1245,3813,8.14,Advertisement,2022-12-13
86162,2993,18.11,Subscription,2022-02-27
22388,1368,3.94,Advertisement,2021-09-12
69940,4390,82.34,Advertisement,2021-12-10
14488,3274,3.24,Advertisement,2023-04-14
62431,1504,12.38,Advertisement,2022-12-13
55650,3457,4.27,Advertisement,2022-08-29
50706,2047,3.39,Advertisement,2023-03-10
99628,1272,3.19,Advertisement,2022-09-17
88812,2462,6.82,Advertisement,2023-03-15
98652,2816,5.12,Advertisement,2023-02-01
25783,4851,0.74,Subscription,2023-01-17
47744,2150,14.44,Advertisement,2022-09-23
31988,66,19.08,Subscription,2022-07-30
79201,3408,7.11,Subscription,2022-10-02
16443,193,1.83,Advertisement,2022-03-30
6690,3953,10.04,Subscription,2022-02-04
7354,3643,16.63,Advertisement,2022-10-29
25924,1975,16.25,Subscription,2022-05-01
64105,4360,4.36,Advertisement,2021-05-02
70705,1790,36.4,Subscription,2023-02-18
28861,193,4.07,Subscription,2021-02-07
78398,475,31.63,Advertisement,2022-07-26
31965,1646,23.38,Advertisement,2021-05-30
10951,4165,6.02,Advertisement,2021-10-17
75819,2482,11.22,Advertisement,2022-04-16
33644,4559,3.19,Subscription,2021-08-17
85825,2599,82.79,Subscription,2023-03-07
91908,1473,15.14,Advertisement,2021-01-15
81458,53,75.88,Advertisement,2022-11-17
23966,4291,3.47,Advertisement,2022-12-06
3201,4490,2.46,Subscription,2022-08-02
78772,2422,3.92,Subscription,2023-02-23
39188,970,10.25,Advertisement,2022-11-26
94333,1510,19.55,Subscription,2022-05-22
49317,1627,21.19,In-app Purchase,2022-08-25
18952,2534,13.86,Subscription,2023-02-06
46134,292,6.42,Subscription,2022-12-12
79031,1382,3.3,Advertisement,2023-04-16
94002,2591,18.37,Advertisement,2022-03-16
20577,370,7.49,Advertisement,2021-08-08
94727,1050,23.73,Advertisement,2023-02-21
31909,1646,17.22,Advertisement,2022-12-03
29652,653,6.07,Advertisement,2023-01-16
72119,2070,5.03,Subscription,2022-12-28
66469,1464,7.01,Advertisement,2022-03-25
67241,3063,21.43,Advertisement,2023-03-13
13704,2547,55.28,Advertisement,2022-01-29
328,446,17.91,Subscription,2022-04-12
12775,3079,4.77,Advertisement,2022-05-29
7105,4135,2.18,Advertisement,2023-03-21
31286,1089,4.01,Subscription,2022-08-27
59392,2862,34.84,In-app Purchase,2020-12-02
12707,2276,25.26,Subscription,2022-07-14
45174,1734,5.06,Advertisement,2022-10-06
5007,1628,16.58,Advertisement,2023-01-05
4052,4114,6.02,Subscription,2021-04-17
25144,1327,3.1,In-app Purchase,2020-09-16
66946,2650,7.58,Advertisement,2022-08-23
65897,3848,11.4,Advertisement,2022-10-28
23800,914,11.95,Subscription,2022-10-19
51539,657,6.02,Advertisement,2022-04-29
24728,1741,6.44,Subscription,2022-08-25
98013,801,20.01,Advertisement,2022-08-08
68169,4016,18.96,Subscription,2023-04-14
46716,1089,11.69,In-app Purchase,2021-01-03
57631,2063,10.25,In-app Purchase,2021-12-16
57081,3264,12.45,Advertisement,2022-12-16
20462,491,18.85,Subscription,2023-02-24
70156,1596,23.17,Advertisement,2022-10-20
62663,3891,6.88,In-app Purchase,2020-12-20
92245,660,8.26,Subscription,2022-03-24
58729,3494,3.77,Advertisement,2022-03-23
75263,252,24.43,Subscription,2021-07-10
22118,2710,10.41,Subscription,2023-03-24
87309,3281,3.16,Subscription,2022-12-10
46080,3809,17.89,Advertisement,2022-07-17
36912,2175,4.76,Advertisement,2022-09-10
73114,1996,1.79,Advertisement,2023-01-12
77336,62,5.4,Subscription,2022-09-21
87557,2471,23.62,Advertisement,2023-04-03
25,2234,2.06,Advertisement,2022-04-19
8031,4176,54.26,Advertisement,2022-07-18
10933,2871,19.19,Advertisement,2023-03-19
88607,1160,4.41,Advertisement,2021-08-10
88837,3654,10.52,Advertisement,2022-09-26
53961,564,10.14,Advertisement,2022-09-03
39561,982,18.48,In-app Purchase,2023-04-01
14151,4633,2.49,Advertisement,2022-11-20
19316,3309,8.71,Advertisement,2021-11-22
73536,3839,15.4,Subscription,2022-08-12
69178,847,11.73,Subscription,2021-07-13
18089,4221,2.16,Advertisement,2021-07-24
6593,509,5.71,Subscription,2023-02-26
34158,2653,13.98,Advertisement,2021-08-05
94614,2330,7.26,Subscription,2022-03-16
90695,1979,13.36,Advertisement,2021-07-07
77384,4777,4.63,Subscription,2021-07-29
96831,1220,74.87,Advertisement,2022-11-22
67023,1581,24.09,Advertisement,2022-01-16
37312,2741,4.97,Advertisement,2021-02-03
68470,2964,4.11,Subscription,2022-08-10
48448,868,2.57,Advertisement,2022-08-04
2709,29,31.0,Advertisement,2022-05-31
44290,3674,5.44,Subscription,2023-03-14
84408,439,8.02,Subscription,2022-04-25
489,2915,30.28,Subscription,2021-09-25
72758,3450,1.34,Subscription,2023-02-26
68376,1472,7.79,Advertisement,2022-02-21
10742,1878,2.16,Subscription,2022-12-09
22520,4907,13.4,Advertisement,2021-12-01
39073,2724,25.2,Advertisement,2022-03-19
88582,1916,6.11,In-app Purchase,2023-03-16
48422,143,24.34,Subscription,2022-09-27
2979,4329,13.52,Advertisement,2022-11-28
61635,3421,11.41,Advertisement,2022-08-23
21568,3152,21.12,Advertisement,2022-12-27
64453,3713,6.19,Subscription,2022-03-01
16697,3487,5.84,Advertisement,2023-03-31
1146,3539,3.09,Subscription,2022-02-10
91848,4778,11.57,Subscription,2022-02-28
33272,3489,34.94,Subscription,2023-01-22
65725,2416,10.7,Advertisement,2023-02-14
73275,3216,54.84,Advertisement,2021-04-28
28633,3406,7.03,Subscription,2023-03-19
35321,910,1.91,Advertisement,2023-03-26
21226,4593,5.25,Advertisement,2022-04-28
1627,3045,2.72,Subscription,2023-03-11
16421,669,13.27,Subscription,2023-04-18
81957,1804,11.45,Advertisement,2023-04-15
9575,440,2.73,Advertisement,2023-01-24
90260,1192,19.36,Advertisement,2021-12-17
53348,927,12.65,Subscription,2023-03-26
2374,387,6.08,Advertisement,2022-08-03
28592,534,17.02,Advertisement,2022-04-28
83462,2734,7.64,Advertisement,2022-07-21
24082,1361,2.09,Subscription,2023-02-04
97913,2934,62.18,Subscription,2022-06-21
73348,430,55.41,Advertisement,2021-10-21
59791,3057,7.11,In-app Purchase,2022-12-18
35455,3712,1.76,Subscription,2022-12-02
54808,1115,20.13,Advertisement,2023-03-07
33820,1747,20.81,Advertisement,2021-10-13
76063,2831,14.19,Advertisement,2023-03-08
48761,2062,7.09,Subscription,2023-03-24
1799,40,4.34,Advertisement,2022-07-13
31952,3035,1.6,Advertisement,2023-03-04
47053,2626,21.9,Advertisement,2023-03-12
45114,159,42.22,Advertisement,2022-08-06
89295,3032,54.9,Advertisement,2022-07-17
49355,1581,7.36,Subscription,2021-08-13
58331,3165,8.86,Advertisement,2022-11-13
13661,623,10.84,Advertisement,2022-07-26
50438,1832,7.14,Subscription,2023-03-15
88058,4063,6.35,Subscription,2022-01-23
53257,2509,4.33,Advertisement,2021-05-31
1278,3429,5.86,Advertisement,2021-09-10
28672,1222,20.33,Advertisement,2023-03-27
8340,3666,13.52,Advertisement,2022-04-05
77905,3840,6.12,Subscription,2023-02-19
63897,1361,30.69,Advertisement,2022-02-10
99513,4804,6.58,In-app Purchase,2022-12-24
54401,2824,7.9,Subscription,2023-02-03
97775,248,11.77,Subscription,2022-08-18
25769,113,2.03,Advertisement,2022-11-24
40473,1183,4.47,Subscription,2023-01-30
70677,4799,16.33,Subscription,2022-09-29
3578,4157,43.89,In-app Purchase,2022-12-30
36384,4125,4.45,Advertisement,2021-05-06
9281,705,32.35,Subscription,2021-03-24
78613,548,7.03,In-app Purchase,2020-11-18
52138,843,0.82,Subscription,2022-11-25
94367,1013,17.15,Subscription,2022-07-11
50852,3917,13.53,Subscription,2022-03-06
3590,4304,4.48,Subscription,2021-09-18
14751,2698,26.34,Advertisement,2023-02-17
75459,750,5.93,Advertisement,2022-11-23
13028,4880,79.97,Advertisement,2023-01-25
70951,670,8.21,In-app Purchase,2023-02-24
86704,265,6.01,Advertisement,2022-06-30
25110,4221,1.8,Subscription,2022-09-26
61487,2751,7.4,Advertisement,2023-04-02
61413,4538,15.76,Subscription,2023-01-07
83075,390,13.35,Advertisement,2022-07-06
68970,627,9.22,Advertisement,2022-09-18
76987,1406,39.14,Advertisement,2022-11-29
49240,4711,7.68,Advertisement,2022-06-17
68415,2902,9.61,Subscription,2021-10-29
14375,664,13.88,Advertisement,2022-08-18
48412,3411,25.19,Advertisement,2022-05-27
91029,2865,12.63,In-app Purchase,2022-12-01
56724,1162,11.53,Subscription,2022-12-02
79258,950,15.56,Advertisement,2022-12-30
82587,237,7.92,Advertisement,2022-01-13
72954,1485,13.61,Advertisement,2021-10-28
24973,2884,12.88,Subscription,2022-11-18
30324,3398,2.57,Advertisement,2023-03-04
29001,347,47.95,Subscription,2021-12-06
69624,4243,15.0,Advertisement,2023-04-06
11,1818,5.17,Subscription,2022-09-13
31168,3794,10.69,Subscription,2022-12-12
16490,4247,21.46,Subscription,2022-11-08
38788,1836,11.07,Subscription,2023-03-22
70194,821,1.94,Subscription,2022-08-19
73109,1961,13.79,Advertisement,2022-07-26
69986,3474,53.22,In-app Purchase,2023-02-10
30893,691,2.25,Subscription,2022-10-23
7047,1973,3.67,Advertisement,2021-12-02
66152,1929,5.93,Advertisement,2022-05-23
75994,2101,10.53,Advertisement,2022-04-02
34274,1034,6.58,Advertisement,2022-06-04
34062,3563,4.65,Subscription,2022-11-03
1841,1621,6.75,Advertisement,2022-04-16
28208,4467,162.82,Advertisement,2021-09-10
95589,4604,4.2,Subscription,2023-02-17
63087,2479,3.67,Subscription,2021-07-13
51270,856,3.5,Advertisement,2021-05-07
62923,699,3.65,Advertisement,2023-02-13
49739,83,5.34,Advertisement,2023-03-17
47989,1458,23.28,Subscription,2022-02-17
56887,4410,83.72,In-app Purchase,2023-02-02
94657,440,10.17,Advertisement,2023-04-11
72415,1280,12.92,Advertisement,2023-02-12
2714,4289,6.17,Advertisement,2023-01-13
84461,1088,46.59,Subscription,2023-03-19
5592,3975,11.34,Advertisement,2023-03-24
35830,548,8.44,In-app Purchase,2023-03-02
9695,3986,4.73,Subscription,2023-04-05
98898,2531,13.02,Subscription,2023-02-20
30438,1318,9.02,Advertisement,2023-03-28
5099,2803,6.5,Subscription,2021-07-28
49248,217,11.11,Advertisement,2022-06-01
77893,51,5.03,In-app Purchase,2022-12-13
23148,484,7.01,Advertisement,2022-03-02
77976,4060,10.68,Advertisement,2022-12-04
10320,254,3.26,Subscription,2023-03-30
78577,4277,63.98,Subscription,2023-04-03
39269,1798,5.29,Advertisement,2022-10-16
84362,3011,27.39,Advertisement,2023-03-01
96687,3746,12.57,In-app Purchase,2022-08-11
37539,14,1.8,Advertisement,2021-04-24
4068,1952,32.1,Subscription,2022-08-08
77119,4935,15.8,Advertisement,2022-09-22
23308,1484,6.71,Advertisement,2022-09-13
74262,4064,16.53,Advertisement,2022-05-30
77081,2183,8.76,Advertisement,2022-06-25
69154,1875,19.11,Subscription,2022-07-11
24294,1602,12.02,Subscription,2023-02-27
9288,679,7.96,In-app Purchase,2022-05-03
63171,1545,49.59,Subscription,2023-01-29
71442,3648,2.18,Subscription,2021-06-27
52408,2585,144.44,Advertisement,2022-12-21
80080,3072,3.36,In-app Purchase,2022-03-24
73867,1330,2.48,Advertisement,2023-04-06
99221,1218,1.44,In-app Purchase,2022-11-17
48489,1675,13.02,In-app Purchase,2022-04-28
89555,2945,13.28,Advertisement,2023-03-20
55333,4610,4.81,Advertisement,2022-01-21
37549,2934,7.48,Subscription,2020-11-02
63199,3665,4.29,Subscription,2023-02-20
85854,739,8.24,Advertisement,2023-04-06
70753,2035,2.38,Subscription,2022-09-01
81773,4793,16.39,Subscription,2022-05-06
40096,2139,23.9,Advertisement,2022-02-18
38071,837,29.33,Advertisement,2021-01-30
68055,2096,9.18,Advertisement,2022-08-20
5846,3460,99.53,Subscription,2022-06-29
31847,1670,11.88,Subscription,2022-08-06
61314,432,6.39,Advertisement,2021-12-14
92762,790,17.27,Advertisement,2023-04-18
15402,3377,19.59,Subscription,2021-11-28
74208,89,5.53,Subscription,2022-05-31
52480,1840,7.84,In-app Purchase,2021-09-11
14397,2498,12.65,Advertisement,2020-11-04
68799,1528,6.61,Advertisement,2022-07-09
